generation,rank_1,rank_2,swapAccepted
72348000,1,2,1
72349000,2,4,1
72350000,1,3,0
72351000,3,4,1
72352000,1,4,0
72353000,3,4,0
72354000,1,3,0
72355000,1,2,0
72356000,2,4,0
72357000,1,3,0
72358000,1,4,0
72359000,1,3,0
72360000,1,3,1
72361000,2,3,1
72362000,1,2,1
72363000,1,2,1
72364000,1,4,0
72365000,1,4,0
72366000,2,4,1
72367000,2,3,1
72368000,2,4,1
72369000,2,3,0
72370000,1,3,1
72371000,1,3,1
72372000,3,4,1
72373000,2,3,0
72374000,2,4,0
72375000,2,3,0
72376000,1,2,1
72377000,2,4,1
72378000,1,2,1
72379000,2,4,0
72380000,1,3,0
72381000,2,4,0
72382000,2,3,0
72383000,3,4,1
72384000,1,4,1
72385000,2,4,0
72386000,2,4,0
72387000,1,2,1
72388000,1,2,0
72389000,3,4,1
72390000,2,4,1
72391000,2,3,1
72392000,1,4,0
72393000,2,4,0
72394000,2,4,0
72395000,3,4,0
72396000,3,4,0
72397000,1,4,0
72398000,3,4,1
72399000,1,4,1
72400000,1,3,0
72401000,3,4,1
72402000,2,4,1
72403000,1,2,1
72404000,1,3,1
72405000,2,3,0
72406000,2,3,0
72407000,2,4,1
72408000,2,3,1
72409000,1,3,0
72410000,2,3,1
72411000,1,3,0
72412000,3,4,1
72413000,1,4,0
72414000,3,4,1
72415000,1,3,0
72416000,1,3,0
72417000,3,4,1
72418000,1,2,1
72419000,2,3,1
72420000,1,4,1
72421000,2,3,1
72422000,1,3,1
72423000,2,4,0
72424000,1,2,1
72425000,1,2,1
72426000,2,4,0
72427000,1,2,1
72428000,1,4,0
72429000,1,2,1
72430000,2,3,1
72431000,1,2,0
72432000,1,4,1
72433000,2,4,1
72434000,1,4,0
72435000,1,3,1
72436000,1,4,0
72437000,2,4,0
72438000,2,4,0
72439000,1,3,0
72440000,1,3,0
72441000,1,4,0
72442000,1,2,1
72443000,1,3,0
72444000,1,2,1
72445000,1,3,0
72446000,1,3,1
72447000,1,4,1
72448000,1,3,1
72449000,2,3,1
72450000,2,3,1
72451000,2,4,0
72452000,3,4,1
72453000,1,3,0
72454000,3,4,1
72455000,3,4,1
72456000,2,4,0
72457000,3,4,1
72458000,1,3,0
72459000,1,3,0
72460000,1,2,1
72461000,1,2,1
72462000,1,4,0
72463000,2,4,1
72464000,2,4,1
72465000,2,3,0
72466000,1,2,1
72467000,2,3,0
72468000,2,3,1
72469000,2,3,1
72470000,3,4,1
72471000,3,4,1
72472000,2,3,0
72473000,2,3,0
72474000,1,2,1
72475000,1,2,1
72476000,1,2,1
72477000,1,3,0
72478000,1,4,0
72479000,3,4,1
72480000,2,4,0
72481000,2,4,0
72482000,1,3,0
72483000,2,3,1
72484000,2,4,0
72485000,1,4,0
72486000,1,3,1
72487000,2,3,1
72488000,1,3,1
72489000,1,4,0
72490000,3,4,1
72491000,3,4,1
72492000,2,4,0
72493000,3,4,1
72494000,1,3,0
72495000,2,4,1
72496000,2,4,1
72497000,1,2,1
72498000,2,4,1
72499000,2,3,0
72500000,1,4,0
72501000,1,3,0
72502000,1,2,1
72503000,1,4,0
72504000,1,2,0
72505000,1,3,0
72506000,1,4,0
72507000,1,3,0
72508000,1,2,0
72509000,2,4,0
72510000,1,3,0
72511000,1,3,0
72512000,2,4,1
72513000,3,4,1
72514000,2,3,1
72515000,3,4,1
72516000,1,3,0
72517000,2,4,1
72518000,1,2,1
72519000,1,3,0
72520000,2,3,1
72521000,3,4,0
72522000,3,4,1
72523000,1,2,0
72524000,2,4,1
72525000,2,4,0
72526000,2,3,1
72527000,2,4,0
72528000,1,3,1
72529000,3,4,0
72530000,2,3,1
72531000,1,3,1
72532000,1,4,0
72533000,1,2,0
72534000,1,2,0
72535000,1,4,1
72536000,2,3,1
72537000,3,4,1
72538000,1,3,1
72539000,1,2,1
72540000,1,2,1
72541000,3,4,1
72542000,1,2,1
72543000,2,4,0
72544000,1,4,0
72545000,1,4,0
72546000,1,4,1
72547000,2,4,1
72548000,1,3,1
72549000,2,3,1
72550000,1,4,1
72551000,3,4,1
72552000,3,4,1
72553000,2,3,1
72554000,1,4,1
72555000,1,3,0
72556000,2,3,1
72557000,1,3,1
72558000,3,4,1
72559000,1,3,1
72560000,1,3,0
72561000,1,2,0
72562000,1,3,0
72563000,2,4,1
72564000,3,4,1
72565000,1,2,0
72566000,1,2,1
72567000,1,4,1
72568000,1,4,1
72569000,2,4,1
72570000,2,4,1
72571000,1,3,1
72572000,1,4,0
72573000,1,2,1
72574000,3,4,1
72575000,3,4,1
72576000,2,3,1
72577000,1,2,1
72578000,2,4,1
72579000,1,3,1
72580000,3,4,1
72581000,1,2,1
72582000,1,3,1
72583000,3,4,1
72584000,1,2,1
72585000,1,2,1
72586000,2,4,1
72587000,2,3,1
72588000,2,3,0
72589000,2,4,0
72590000,1,4,0
72591000,1,3,0
72592000,2,4,1
72593000,2,4,1
72594000,2,3,1
72595000,1,3,0
72596000,3,4,1
72597000,1,3,0
72598000,1,3,0
72599000,2,4,1
72600000,3,4,1
72601000,1,3,0
72602000,2,4,1
72603000,1,3,1
72604000,1,2,1
72605000,2,3,1
72606000,2,4,1
72607000,1,2,1
72608000,2,4,1
72609000,2,3,1
72610000,2,3,1
72611000,3,4,0
72612000,3,4,1
72613000,2,4,1
72614000,2,3,1
72615000,2,3,1
72616000,1,2,1
72617000,2,4,1
72618000,1,3,0
72619000,1,4,1
72620000,2,4,1
72621000,2,4,1
72622000,1,2,1
72623000,3,4,1
72624000,1,2,1
72625000,1,4,0
72626000,3,4,1
72627000,1,3,0
72628000,1,2,1
72629000,1,3,0
72630000,1,3,1
72631000,1,2,1
72632000,1,3,1
72633000,1,3,1
72634000,2,3,1
72635000,2,3,1
72636000,1,4,1
72637000,1,2,1
72638000,1,3,1
72639000,1,4,1
72640000,1,4,1
72641000,1,2,1
72642000,1,2,1
72643000,2,3,1
72644000,2,3,1
72645000,1,2,1
72646000,3,4,1
72647000,1,3,1
72648000,2,4,0
72649000,2,3,1
72650000,2,4,0
72651000,1,4,0
72652000,1,3,1
72653000,2,4,1
72654000,2,3,1
72655000,1,2,0
72656000,2,4,1
72657000,1,2,1
72658000,1,3,0
72659000,1,4,1
72660000,1,4,1
72661000,3,4,1
72662000,2,4,0
72663000,1,4,1
72664000,2,4,1
72665000,2,3,1
72666000,2,3,1
72667000,2,4,1
72668000,1,3,1
72669000,2,3,1
72670000,1,2,1
72671000,2,4,1
72672000,1,3,1
72673000,1,2,1
72674000,2,4,0
72675000,1,4,1
72676000,3,4,1
72677000,3,4,1
72678000,1,4,1
72679000,2,3,1
72680000,1,2,0
72681000,2,3,1
72682000,3,4,1
72683000,3,4,1
72684000,1,2,1
72685000,1,2,1
72686000,2,4,1
72687000,2,4,1
72688000,3,4,1
72689000,3,4,1
72690000,3,4,1
72691000,1,2,1
72692000,2,4,1
72693000,1,3,1
72694000,2,4,1
72695000,2,4,0
72696000,1,2,1
72697000,1,2,1
72698000,3,4,0
72699000,2,4,1
72700000,3,4,1
72701000,2,3,1
72702000,3,4,1
72703000,2,3,1
72704000,1,2,1
72705000,1,2,1
72706000,1,2,1
72707000,1,4,1
72708000,2,4,1
72709000,1,3,1
72710000,1,2,1
72711000,1,4,1
72712000,1,4,0
72713000,1,2,1
72714000,1,4,1
72715000,1,3,0
72716000,2,4,1
72717000,1,4,1
72718000,2,4,1
72719000,1,3,0
72720000,3,4,1
72721000,1,4,1
72722000,2,3,1
72723000,1,3,1
72724000,2,4,1
72725000,1,2,1
72726000,1,2,1
72727000,1,3,0
72728000,2,4,1
72729000,1,4,0
72730000,1,4,0
72731000,3,4,1
72732000,1,2,1
72733000,1,4,1
72734000,3,4,1
72735000,1,3,1
72736000,1,3,0
72737000,3,4,1
72738000,2,3,1
72739000,2,3,1
72740000,2,4,0
72741000,1,3,1
72742000,2,4,0
72743000,1,3,1
72744000,1,4,0
72745000,1,2,1
72746000,1,4,0
72747000,3,4,0
72748000,2,3,1
72749000,1,4,0
72750000,1,2,0
72751000,3,4,0
72752000,3,4,0
72753000,1,4,0
72754000,1,2,1
72755000,3,4,0
72756000,1,3,1
72757000,1,4,0
72758000,1,2,1
72759000,1,4,0
72760000,3,4,0
72761000,1,2,1
72762000,1,4,0
72763000,1,4,0
72764000,1,2,1
72765000,3,4,1
72766000,2,3,1
72767000,3,4,1
72768000,1,2,0
72769000,1,2,0
72770000,2,3,1
72771000,1,3,0
72772000,1,3,0
72773000,2,4,1
72774000,1,2,1
72775000,1,4,0
72776000,2,3,0
72777000,2,3,0
72778000,3,4,1
72779000,2,4,0
72780000,2,4,1
72781000,3,4,1
72782000,2,4,1
72783000,1,2,1
72784000,1,2,1
72785000,1,3,1
72786000,2,3,1
72787000,3,4,1
72788000,1,4,0
72789000,2,4,1
72790000,3,4,1
72791000,2,3,1
72792000,2,4,0
72793000,3,4,1
72794000,2,3,1
72795000,2,4,1
72796000,2,4,1
72797000,3,4,1
72798000,1,2,1
72799000,2,3,1
72800000,3,4,1
72801000,2,3,1
72802000,1,2,1
72803000,1,2,1
72804000,1,2,1
72805000,3,4,1
72806000,1,4,1
72807000,1,3,1
72808000,2,3,1
72809000,1,3,0
72810000,1,4,1
72811000,1,2,1
72812000,2,3,0
72813000,2,3,1
72814000,2,3,1
72815000,1,3,1
72816000,2,3,0
72817000,2,3,1
72818000,2,3,1
72819000,3,4,1
72820000,2,3,1
72821000,1,3,1
72822000,2,4,0
72823000,1,4,0
72824000,3,4,1
72825000,2,3,1
72826000,2,3,1
72827000,1,2,1
72828000,2,3,0
72829000,2,4,0
72830000,1,4,0
72831000,2,4,0
72832000,1,4,0
72833000,3,4,1
72834000,2,3,1
72835000,3,4,0
72836000,2,4,1
72837000,1,4,0
72838000,3,4,1
72839000,3,4,1
72840000,2,3,1
72841000,1,2,0
72842000,1,2,1
72843000,3,4,0
72844000,2,4,1
72845000,2,3,1
72846000,2,3,1
72847000,1,4,1
72848000,2,4,1
72849000,1,4,0
72850000,1,4,0
72851000,2,4,0
72852000,2,4,0
72853000,2,3,0
72854000,2,4,0
72855000,2,3,0
72856000,1,2,1
72857000,2,3,0
72858000,1,3,0
72859000,1,3,0
72860000,1,3,0
72861000,1,3,0
72862000,1,2,1
72863000,1,2,0
72864000,3,4,1
72865000,1,4,0
72866000,1,2,1
72867000,1,2,1
72868000,1,4,0
72869000,2,4,0
72870000,1,3,0
72871000,3,4,1
72872000,3,4,1
72873000,1,4,1
72874000,2,4,1
72875000,1,4,1
72876000,1,2,1
72877000,1,2,1
72878000,1,4,0
72879000,1,2,1
72880000,2,3,0
72881000,2,4,0
72882000,1,3,0
72883000,1,3,0
72884000,1,3,0
72885000,1,4,1
72886000,1,2,1
72887000,1,3,0
72888000,2,3,0
72889000,2,4,0
72890000,2,3,0
72891000,2,4,1
72892000,3,4,1
72893000,3,4,1
72894000,2,4,0
72895000,1,3,0
72896000,1,2,1
72897000,1,2,1
72898000,1,2,1
72899000,1,2,1
72900000,1,2,1
72901000,1,2,1
72902000,1,2,1
72903000,3,4,1
72904000,1,3,1
72905000,3,4,0
72906000,1,2,1
72907000,1,3,0
72908000,3,4,0
72909000,3,4,1
72910000,1,2,0
72911000,2,4,1
72912000,2,4,0
72913000,2,3,1
72914000,1,3,1
72915000,3,4,1
72916000,3,4,1
72917000,3,4,1
72918000,1,2,0
72919000,2,4,1
72920000,1,2,1
72921000,2,3,0
72922000,1,3,1
72923000,2,4,0
72924000,1,3,1
72925000,2,4,0
72926000,2,4,0
72927000,2,3,0
72928000,1,3,1
72929000,3,4,0
72930000,3,4,1
72931000,1,2,1
72932000,2,3,0
72933000,1,2,0
72934000,1,4,1
72935000,1,3,0
72936000,3,4,1
72937000,1,3,0
72938000,1,2,0
72939000,1,2,1
72940000,1,2,1
72941000,3,4,0
72942000,2,4,1
72943000,2,3,1
72944000,3,4,1
72945000,1,2,1
72946000,3,4,0
72947000,2,4,0
72948000,1,2,1
72949000,2,3,0
72950000,1,3,1
72951000,2,3,0
72952000,2,4,0
72953000,1,4,1
72954000,3,4,1
72955000,3,4,1
72956000,1,4,1
72957000,2,4,1
72958000,1,4,1
72959000,2,3,1
72960000,2,4,0
72961000,3,4,1
72962000,2,3,1
72963000,2,4,1
72964000,2,3,1
72965000,2,4,1
72966000,1,2,0
72967000,1,4,0
72968000,2,4,1
72969000,3,4,1
72970000,1,3,1
72971000,3,4,1
72972000,1,3,1
72973000,2,4,1
72974000,1,3,1
72975000,1,2,1
72976000,1,3,1
72977000,2,3,1
72978000,1,2,1
72979000,1,3,0
72980000,3,4,1
72981000,1,3,1
72982000,1,3,1
72983000,3,4,1
72984000,1,4,1
72985000,2,3,1
72986000,1,4,1
72987000,1,3,0
72988000,2,4,1
72989000,2,4,0
72990000,1,4,1
72991000,1,3,0
72992000,1,2,1
72993000,1,4,0
72994000,1,4,0
72995000,2,3,1
72996000,3,4,1
72997000,2,3,1
72998000,2,3,0
72999000,1,4,0
73000000,2,3,0
73001000,3,4,1
73002000,3,4,0
73003000,1,3,1
73004000,2,3,1
73005000,3,4,1
73006000,3,4,1
73007000,1,2,1
73008000,1,3,1
73009000,1,2,1
73010000,3,4,0
73011000,3,4,0
73012000,2,3,0
73013000,2,4,0
73014000,1,2,1
73015000,2,3,1
73016000,1,2,1
73017000,2,3,1
73018000,2,4,1
73019000,2,3,1
73020000,3,4,1
73021000,3,4,1
73022000,2,3,0
73023000,2,3,0
73024000,1,3,0
73025000,2,4,1
73026000,2,3,0
73027000,2,4,1
73028000,2,4,1
73029000,2,3,1
73030000,1,4,0
73031000,1,2,1
73032000,2,4,1
73033000,1,4,1
73034000,1,2,1
73035000,3,4,0
73036000,1,4,1
73037000,1,4,1
73038000,1,4,1
73039000,1,4,1
73040000,1,4,1
73041000,1,2,1
73042000,2,3,1
73043000,1,4,1
73044000,2,3,0
73045000,1,4,1
73046000,2,3,0
73047000,2,4,1
73048000,2,3,1
73049000,3,4,1
73050000,1,2,0
73051000,3,4,1
73052000,2,3,1
73053000,3,4,1
73054000,1,2,1
73055000,1,2,1
73056000,1,2,0
73057000,2,4,1
73058000,1,2,1
73059000,1,3,1
73060000,2,4,0
73061000,2,3,0
73062000,1,4,1
73063000,1,2,1
73064000,1,2,0
73065000,2,3,1
73066000,2,3,1
73067000,1,3,1
73068000,2,3,1
73069000,1,2,1
73070000,2,4,1
73071000,1,3,1
73072000,2,3,1
73073000,3,4,1
73074000,2,3,0
73075000,1,3,0
73076000,1,3,1
73077000,2,3,1
73078000,2,3,1
73079000,3,4,1
73080000,1,2,1
73081000,1,2,0
73082000,1,2,0
73083000,1,3,1
73084000,1,2,0
73085000,2,3,1
73086000,1,3,0
73087000,2,4,1
73088000,2,3,1
73089000,2,4,1
73090000,2,4,0
73091000,1,3,0
73092000,1,4,0
73093000,1,2,1
73094000,3,4,0
73095000,1,4,0
73096000,2,3,0
73097000,3,4,0
73098000,1,2,0
73099000,2,3,1
73100000,1,4,0
73101000,2,3,1
73102000,2,3,1
73103000,2,3,1
73104000,2,3,1
73105000,3,4,1
73106000,1,4,0
73107000,1,3,1
73108000,2,3,1
73109000,1,3,1
73110000,1,4,1
73111000,3,4,1
73112000,2,3,1
73113000,1,4,0
73114000,3,4,1
73115000,1,2,1
73116000,1,3,1
73117000,1,4,1
73118000,2,4,0
73119000,3,4,1
73120000,2,3,0
73121000,2,4,0
73122000,2,4,0
73123000,3,4,1
73124000,1,3,0
73125000,2,3,1
73126000,1,2,1
73127000,3,4,0
73128000,2,4,1
73129000,2,3,1
73130000,1,4,1
73131000,1,3,0
73132000,3,4,1
73133000,2,3,1
73134000,2,3,1
73135000,1,3,1
73136000,1,4,1
73137000,2,4,0
73138000,3,4,1
73139000,2,3,1
73140000,1,3,1
73141000,1,2,1
73142000,2,3,1
73143000,1,3,1
73144000,1,3,1
73145000,1,2,1
73146000,1,4,1
73147000,1,3,1
73148000,1,3,1
73149000,2,3,1
73150000,1,2,1
73151000,2,4,0
73152000,1,3,0
73153000,2,4,0
73154000,1,3,1
73155000,1,3,1
73156000,3,4,1
73157000,1,3,1
73158000,2,4,0
73159000,1,4,1
73160000,1,2,1
73161000,2,3,1
73162000,3,4,1
73163000,3,4,1
73164000,3,4,1
73165000,2,3,1
73166000,1,4,1
73167000,2,3,1
73168000,2,3,1
73169000,2,3,0
73170000,1,2,1
73171000,1,3,1
73172000,2,4,1
73173000,1,2,1
73174000,1,4,1
73175000,1,4,1
73176000,1,2,0
73177000,1,4,0
73178000,3,4,0
73179000,2,4,1
73180000,1,2,1
73181000,2,4,1
73182000,1,4,1
73183000,3,4,0
73184000,1,4,0
73185000,2,3,1
73186000,3,4,1
73187000,2,3,0
73188000,3,4,1
73189000,2,4,1
73190000,1,3,1
73191000,1,3,1
73192000,1,2,1
73193000,2,3,1
73194000,2,3,0
73195000,1,4,1
73196000,2,4,0
73197000,1,3,1
73198000,2,3,1
73199000,1,3,1
73200000,1,4,0
73201000,1,3,1
73202000,1,2,1
73203000,1,2,1
73204000,1,3,1
73205000,2,4,1
73206000,2,4,1
73207000,1,3,1
73208000,3,4,1
73209000,1,4,1
73210000,2,4,1
73211000,1,3,0
73212000,3,4,0
73213000,3,4,1
73214000,2,3,1
73215000,1,4,1
73216000,1,2,1
73217000,3,4,1
73218000,2,4,1
73219000,1,4,1
73220000,2,4,0
73221000,1,3,1
73222000,2,4,0
73223000,2,3,0
73224000,1,4,0
73225000,1,3,1
73226000,1,4,1
73227000,2,3,1
73228000,1,2,1
73229000,2,4,1
73230000,3,4,1
73231000,2,4,1
73232000,2,4,0
73233000,1,4,0
73234000,2,3,1
73235000,1,4,0
73236000,1,2,1
73237000,1,2,1
73238000,3,4,1
73239000,1,2,1
73240000,1,4,1
73241000,2,4,1
73242000,1,2,0
73243000,3,4,1
73244000,1,2,1
73245000,2,3,0
73246000,1,4,1
73247000,2,3,0
73248000,1,3,0
73249000,1,4,1
73250000,2,4,0
73251000,1,3,0
73252000,1,3,0
73253000,3,4,1
73254000,3,4,1
73255000,3,4,1
73256000,1,3,1
73257000,2,4,1
73258000,1,3,1
73259000,2,4,1
73260000,2,3,1
73261000,1,2,1
73262000,1,4,1
73263000,1,4,1
73264000,1,2,1
73265000,1,3,1
73266000,2,3,1
73267000,1,3,0
73268000,3,4,1
73269000,1,2,0
73270000,1,2,0
73271000,1,4,0
73272000,3,4,1
73273000,3,4,0
73274000,2,4,1
73275000,2,4,1
73276000,2,3,1
73277000,1,4,0
73278000,3,4,1
73279000,2,3,1
73280000,1,2,0
73281000,1,4,0
73282000,1,2,0
73283000,1,4,0
73284000,3,4,0
73285000,1,2,1
73286000,1,2,1
73287000,1,3,0
73288000,3,4,0
73289000,1,4,0
73290000,3,4,1
73291000,1,2,0
73292000,3,4,1
73293000,1,2,0
73294000,2,4,1
73295000,1,4,0
73296000,1,4,0
73297000,2,4,1
73298000,3,4,1
73299000,1,2,0
73300000,1,2,0
73301000,1,4,0
73302000,2,4,1
73303000,3,4,1
73304000,1,3,0
73305000,1,4,0
73306000,2,4,0
73307000,1,4,0
73308000,2,4,1
73309000,2,3,1
73310000,3,4,1
73311000,2,4,1
73312000,3,4,1
73313000,2,4,1
73314000,3,4,1
73315000,1,3,0
73316000,3,4,1
73317000,2,3,1
73318000,1,3,0
73319000,2,4,1
73320000,2,3,1
73321000,2,4,1
73322000,3,4,1
73323000,2,3,0
73324000,1,3,0
73325000,1,3,1
73326000,1,2,1
73327000,2,3,1
73328000,2,3,0
73329000,1,3,1
73330000,1,2,1
73331000,2,4,1
73332000,2,4,1
73333000,2,3,1
73334000,2,4,1
73335000,3,4,1
73336000,1,3,0
73337000,1,4,0
73338000,2,3,1
73339000,2,3,1
73340000,3,4,1
73341000,2,4,1
73342000,1,3,0
73343000,1,3,1
73344000,2,3,1
73345000,1,4,1
73346000,2,3,0
73347000,1,3,1
73348000,3,4,1
73349000,1,3,0
73350000,1,2,1
73351000,1,3,0
73352000,3,4,0
73353000,3,4,1
73354000,1,3,0
73355000,1,4,0
73356000,2,3,1
73357000,1,3,0
73358000,1,2,0
73359000,1,4,0
73360000,1,2,0
73361000,1,4,0
73362000,1,3,0
73363000,3,4,1
73364000,2,4,1
73365000,3,4,0
73366000,2,4,0
73367000,3,4,1
73368000,1,3,0
73369000,1,2,0
73370000,1,3,0
73371000,1,3,0
73372000,1,4,0
73373000,1,3,1
73374000,1,3,1
73375000,1,4,1
73376000,2,4,1
73377000,2,4,1
73378000,3,4,1
73379000,2,4,0
73380000,2,3,1
73381000,1,3,1
73382000,2,4,0
73383000,3,4,1
73384000,1,2,1
73385000,1,3,1
73386000,2,3,1
73387000,2,4,1
73388000,2,4,1
73389000,3,4,0
73390000,1,3,1
73391000,1,4,1
73392000,1,2,1
73393000,2,4,1
73394000,1,3,0
73395000,1,3,1
73396000,2,3,1
73397000,1,3,1
73398000,1,4,1
73399000,1,2,1
73400000,2,4,1
73401000,3,4,1
73402000,1,4,1
73403000,1,3,1
73404000,1,3,0
73405000,2,3,1
73406000,1,3,1
73407000,1,2,0
73408000,1,3,1
73409000,2,4,1
73410000,1,4,0
73411000,2,3,0
73412000,2,3,0
73413000,2,4,1
73414000,1,3,1
73415000,1,4,1
73416000,1,4,0
73417000,1,3,1
73418000,1,2,1
73419000,3,4,1
73420000,2,3,1
73421000,1,2,1
73422000,1,2,1
73423000,1,3,0
73424000,1,3,1
73425000,1,4,1
73426000,2,3,0
73427000,2,4,1
73428000,2,4,1
73429000,1,2,1
73430000,1,4,1
73431000,1,4,1
73432000,1,4,1
73433000,3,4,1
73434000,1,3,1
73435000,2,3,0
73436000,2,4,1
73437000,1,4,1
73438000,1,2,0
73439000,1,4,1
73440000,1,2,1
73441000,1,3,1
73442000,2,4,1
73443000,2,3,0
73444000,3,4,1
73445000,1,4,0
73446000,1,2,1
73447000,1,4,0
73448000,1,3,1
73449000,3,4,1
73450000,1,4,1
73451000,3,4,1
73452000,3,4,1
73453000,1,3,1
73454000,2,4,1
73455000,1,3,1
73456000,1,2,1
73457000,2,3,0
73458000,2,4,1
73459000,2,4,1
73460000,2,3,1
73461000,2,3,1
73462000,1,2,1
73463000,2,3,0
73464000,2,3,0
73465000,2,4,0
73466000,3,4,1
73467000,1,3,1
73468000,2,3,1
73469000,3,4,0
73470000,2,4,0
73471000,1,2,1
73472000,3,4,1
73473000,1,3,1
73474000,1,2,1
73475000,1,4,1
73476000,2,4,1
73477000,2,3,1
73478000,1,2,1
73479000,2,4,0
73480000,1,4,0
73481000,1,4,0
73482000,2,4,1
73483000,2,3,1
73484000,2,3,1
73485000,3,4,1
73486000,2,3,1
73487000,3,4,1
73488000,1,2,1
73489000,3,4,1
73490000,2,3,1
73491000,2,3,1
73492000,2,4,0
73493000,1,4,1
73494000,2,3,1
73495000,3,4,1
73496000,2,3,1
73497000,1,3,1
73498000,1,2,1
73499000,1,4,1
73500000,1,4,1
73501000,2,3,1
73502000,2,3,1
73503000,1,3,0
73504000,3,4,1
73505000,1,4,1
73506000,2,3,1
73507000,1,2,1
73508000,1,2,1
73509000,2,3,1
73510000,2,4,1
73511000,3,4,0
73512000,1,2,1
73513000,2,4,0
73514000,1,2,1
73515000,2,4,0
73516000,2,3,1
73517000,3,4,0
73518000,2,4,1
73519000,2,4,1
73520000,2,4,0
73521000,1,3,1
73522000,1,3,1
73523000,2,3,1
73524000,1,4,0
73525000,2,3,1
73526000,2,4,0
73527000,1,3,1
73528000,3,4,0
73529000,1,2,1
73530000,2,3,1
73531000,1,2,1
73532000,2,3,1
73533000,1,3,1
73534000,1,2,1
73535000,3,4,1
73536000,3,4,1
73537000,1,4,0
73538000,2,4,0
73539000,1,4,1
73540000,2,3,0
73541000,2,4,1
73542000,3,4,1
73543000,2,3,1
73544000,2,3,1
73545000,3,4,1
73546000,1,3,1
73547000,1,2,1
73548000,1,4,1
73549000,1,2,1
73550000,2,3,1
73551000,1,2,1
73552000,2,3,1
73553000,2,3,0
73554000,2,3,0
73555000,1,3,1
73556000,2,3,0
73557000,2,3,1
73558000,1,3,1
73559000,1,2,0
73560000,1,2,0
73561000,2,3,1
73562000,1,3,0
73563000,2,4,1
73564000,1,2,0
73565000,3,4,1
73566000,1,2,0
73567000,3,4,0
73568000,2,4,1
73569000,1,3,0
73570000,1,3,0
73571000,2,3,1
73572000,1,3,0
73573000,1,3,0
73574000,2,3,1
73575000,2,3,1
73576000,1,3,0
73577000,1,2,0
73578000,2,3,0
73579000,2,3,0
73580000,1,2,0
73581000,1,3,0
73582000,1,3,0
73583000,1,4,0
73584000,1,4,0
73585000,2,3,1
73586000,3,4,1
73587000,3,4,1
73588000,1,2,0
73589000,2,3,1
73590000,1,2,0
73591000,1,3,0
73592000,3,4,1
73593000,1,4,0
73594000,3,4,0
73595000,1,2,0
73596000,1,3,1
73597000,2,4,0
73598000,2,4,1
73599000,1,4,0
73600000,1,3,1
73601000,2,4,1
73602000,1,4,0
73603000,1,2,0
73604000,2,3,1
73605000,1,2,1
73606000,1,2,1
73607000,2,4,1
73608000,2,4,1
73609000,3,4,1
73610000,1,3,0
73611000,1,2,1
73612000,2,4,0
73613000,1,2,1
73614000,1,2,0
73615000,2,3,0
73616000,1,4,0
73617000,3,4,1
73618000,1,3,0
73619000,2,3,0
73620000,1,3,1
73621000,1,2,1
73622000,1,4,0
73623000,2,4,1
73624000,1,3,1
73625000,3,4,1
73626000,2,4,1
73627000,3,4,0
73628000,2,4,1
73629000,2,4,1
73630000,1,3,1
73631000,2,4,0
73632000,1,3,1
73633000,2,4,1
73634000,1,4,0
73635000,2,4,1
73636000,1,2,1
73637000,1,2,1
73638000,2,3,1
73639000,1,4,0
73640000,1,4,0
73641000,2,4,0
73642000,2,3,1
73643000,1,4,0
73644000,1,3,0
73645000,1,2,0
73646000,1,4,0
73647000,1,3,0
73648000,2,4,0
73649000,2,3,1
73650000,2,3,1
73651000,3,4,0
73652000,1,3,1
73653000,1,4,0
73654000,3,4,0
73655000,1,2,1
73656000,2,4,0
73657000,1,4,0
73658000,1,3,1
73659000,1,3,1
73660000,2,3,1
73661000,1,3,1
73662000,1,3,0
73663000,2,4,0
73664000,1,3,0
73665000,3,4,1
73666000,2,3,1
73667000,1,4,0
73668000,2,3,1
73669000,1,3,0
73670000,1,4,1
73671000,1,3,1
73672000,1,4,1
73673000,1,4,0
73674000,2,3,1
73675000,3,4,1
73676000,1,4,0
73677000,1,4,0
73678000,1,2,0
73679000,3,4,1
73680000,2,3,1
73681000,2,4,0
73682000,2,4,1
73683000,1,2,0
73684000,2,4,1
73685000,2,4,0
73686000,1,3,0
73687000,3,4,1
73688000,2,4,1
73689000,2,4,1
73690000,2,4,1
73691000,1,2,0
73692000,1,2,1
73693000,2,4,1
73694000,2,3,0
73695000,1,4,1
73696000,2,4,0
73697000,1,3,0
73698000,3,4,1
73699000,2,4,0
73700000,2,4,1
73701000,1,4,1
73702000,3,4,1
73703000,2,4,1
73704000,1,2,0
73705000,1,4,0
73706000,3,4,0
73707000,1,4,0
73708000,2,4,0
73709000,1,3,1
73710000,3,4,0
73711000,2,4,0
73712000,2,3,1
73713000,3,4,0
73714000,1,2,0
73715000,2,3,0
73716000,1,2,1
73717000,3,4,0
73718000,3,4,1
73719000,1,3,0
73720000,1,4,1
73721000,1,4,1
73722000,1,2,1
73723000,1,2,1
73724000,1,2,0
73725000,1,4,1
73726000,2,3,1
73727000,1,3,0
73728000,1,2,1
73729000,1,4,1
73730000,1,4,0
73731000,2,3,1
73732000,1,4,0
73733000,1,4,0
73734000,3,4,1
73735000,1,2,0
73736000,1,4,1
73737000,1,2,1
73738000,1,2,1
73739000,1,2,1
73740000,3,4,1
73741000,2,3,1
73742000,1,2,1
73743000,1,4,0
73744000,1,2,1
73745000,1,2,1
