"","binomial","id_no","kingdom","phylum","class","order_","family","genus","category","binomialul","area","mainlandarea"
"1337","Dipodomys spectabilis","6693","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","HETEROMYIDAE","Dipodomys","NT","Dipodomys_spectabilis",523883.185920402,523883.185920402
"1338","Dipodomys stephensi","6682","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","HETEROMYIDAE","Dipodomys","VU","Dipodomys_stephensi",9357.27649542028,9355.18028876761
"1339","Dipodomys venustus","42605","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","HETEROMYIDAE","Dipodomys","LC","Dipodomys_venustus",16356.3942280749,16262.7413194147
"1340","Dipus sagitta","6705","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","DIPODIDAE","Dipus","LC","Dipus_sagitta",3156284.93287813,3155400.86681305
"1341","Distoechurus pennatus","6765","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","ACROBATIDAE","Distoechurus","LC","Distoechurus_pennatus",536111.970877885,0
"1342","Dobsonia anderseni","136374","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Dobsonia","LC","Dobsonia_anderseni",46526.9955466735,0
"1343","Dobsonia beauforti","6772","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Dobsonia","LC","Dobsonia_beauforti",10000.1516442852,0
"1344","Dobsonia chapmani","6773","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Dobsonia","CR","Dobsonia_chapmani",29.1132404799325,0
"1345","Dobsonia crenulata","136571","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Dobsonia","LC","Dobsonia_crenulata",209291.771297395,0
"1346","Dobsonia emersa","6774","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Dobsonia","VU","Dobsonia_emersa",2533.40451708833,0
"1347","Dobsonia exoleta","6775","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Dobsonia","LC","Dobsonia_exoleta",179910.944165516,0
"1348","Dobsonia inermis","6778","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Dobsonia","LC","Dobsonia_inermis",34750.3400043363,0
"1349","Dobsonia minor","6770","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Dobsonia","LC","Dobsonia_minor",614847.582168895,0
"1350","Dobsonia moluccensis","84882605","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Dobsonia","LC","Dobsonia_moluccensis",39785.1257690542,0
"1351","Dobsonia pannietensis","6776","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Dobsonia","NT","Dobsonia_pannietensis",5415.20260287166,0
"1352","Dobsonia peronii","6771","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Dobsonia","LC","Dobsonia_peronii",87783.6915395955,0
"1353","Dobsonia praedatrix","6777","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Dobsonia","LC","Dobsonia_praedatrix",44746.1207559852,0
"1354","Dobsonia viridis","6780","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Dobsonia","LC","Dobsonia_viridis",27753.0086150184,0
"1355","Dolichotis patagonum","6785","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CAVIIDAE","Dolichotis","NT","Dolichotis_patagonum",1242816.99737618,1242455.08158874
"1356","Dolichotis salinicola","6786","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CAVIIDAE","Dolichotis","LC","Dolichotis_salinicola",735968.049269807,735968.049269807
"1357","Dologale dybowskii","41598","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","HERPESTIDAE","Dologale","DD","Dologale_dybowskii",484539.134757865,484539.134757865
"1358","Dorcatragus megalotis","6793","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Dorcatragus","VU","Dorcatragus_megalotis",51752.9903676432,51752.9903676432
"1359","Dorcopsis atrata","6794","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Dorcopsis","CR","Dorcopsis_atrata",83.2502664495647,0
"1360","Dorcopsis hageni","6795","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Dorcopsis","LC","Dorcopsis_hageni",152971.243054271,0
"1361","Dorcopsis luctuosa","6799","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Dorcopsis","VU","Dorcopsis_luctuosa",159592.35499734,0
"1362","Dorcopsis muelleri","6800","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Dorcopsis","LC","Dorcopsis_muelleri",125655.340555424,0
"1363","Dorcopsulus macleayi","6801","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Dorcopsulus","LC","Dorcopsulus_macleayi",25885.9157994395,0
"1364","Dorcopsulus vanheurni","6802","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Dorcopsulus","NT","Dorcopsulus_vanheurni",179392.504031198,0
"1365","Dremomys everetti","6820","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Dremomys","LC","Dremomys_everetti",65727.4204399915,0
"1366","Dremomys gularis","136313","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Dremomys","DD","Dremomys_gularis",42686.4713206376,42686.4713206376
"1367","Dremomys lokriah","6821","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Dremomys","LC","Dremomys_lokriah",361878.673343885,361878.673343885
"1368","Dremomys pernyi","6822","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Dremomys","LC","Dremomys_pernyi",1752951.56091671,1716646.27011803
"1369","Dremomys pyrrhomerus","6823","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Dremomys","LC","Dremomys_pyrrhomerus",273521.526256671,239623.174696926
"1370","Dremomys rufigenis","6824","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Dremomys","LC","Dremomys_rufigenis",1600228.66857313,1598192.15732654
"1371","Dromiciops gliroides","6834","ANIMALIA","CHORDATA","MAMMALIA","MICROBIOTHERIA","MICROBIOTHERIIDAE","Dromiciops","NT","Dromiciops_gliroides",139169.354537647,130124.61865104
"1372","Dryadonycteris capixaba","88120233","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Dryadonycteris","DD","Dryadonycteris_capixaba",29398.6413944931,29398.6413944931
"1373","Drymoreomys albimaculatus","46205572","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Drymoreomys","NT","Drymoreomys_albimaculatus",141380.078604914,141032.884863237
"1374","Dryomys laniger","6859","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GLIRIDAE","Dryomys","DD","Dryomys_laniger",32974.9653195075,32974.9653195075
"1375","Dryomys niethammeri","40767","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GLIRIDAE","Dryomys","VU","Dryomys_niethammeri",28.9522544873341,28.9522544873341
"1376","Dryomys nitedula","6858","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GLIRIDAE","Dryomys","LC","Dryomys_nitedula",5228746.46014567,5203885.89689393
"1377","Dyacopterus brooksi","136356","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Dyacopterus","VU","Dyacopterus_brooksi",429470.115272063,0
"1378","Dyacopterus rickarti","84457541","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Dyacopterus","EN","Dyacopterus_rickarti",2926.54710516542,0
"1379","Dyacopterus spadiceus","6931","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Dyacopterus","NT","Dyacopterus_spadiceus",445030.606900859,48098.2797003336
"1380","Dymecodon pilirostris","41488","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Dymecodon","LC","Dymecodon_pilirostris",38974.7853702074,0
"1381","Echimys chrysurus","6979","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","ECHIMYIDAE","Echimys","LC","Echimys_chrysurus",1583343.24207918,1580291.64931168
"1382","Echimys saturnus","6987","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","ECHIMYIDAE","Echimys","DD","Echimys_saturnus",131046.359832001,131046.359832001
"1383","Echimys vieirai","136652","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","ECHIMYIDAE","Echimys","DD","Echimys_vieirai",68147.0891010288,68147.0891010288
"1384","Echinops telfairi","40592","ANIMALIA","CHORDATA","MAMMALIA","AFROSORICIDA","TENRECIDAE","Echinops","LC","Echinops_telfairi",111004.162248053,0
"1385","Echinosorex gymnura","40603","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","ERINACEIDAE","Echinosorex","LC","Echinosorex_gymnura",1373927.42762155,209260.790416358
"1386","Echiothrix centrosa","136230","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Echiothrix","VU","Echiothrix_centrosa",29007.0560718343,0
"1387","Echiothrix leucura","7014","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Echiothrix","EN","Echiothrix_leucura",7189.86459300127,0
"1388","Echymipera clara","7015","ANIMALIA","CHORDATA","MAMMALIA","PERAMELEMORPHIA","PERAMELIDAE","Echymipera","LC","Echymipera_clara",175468.598156671,0
"1389","Echymipera davidi","7017","ANIMALIA","CHORDATA","MAMMALIA","PERAMELEMORPHIA","PERAMELIDAE","Echymipera","EN","Echymipera_davidi",278.313121163284,0
"1390","Echymipera echinista","7016","ANIMALIA","CHORDATA","MAMMALIA","PERAMELEMORPHIA","PERAMELIDAE","Echymipera","DD","Echymipera_echinista",631.162549803272,0
"1391","Echymipera kalubu","7018","ANIMALIA","CHORDATA","MAMMALIA","PERAMELEMORPHIA","PERAMELIDAE","Echymipera","LC","Echymipera_kalubu",840230.180493606,0
"1392","Echymipera rufescens","7019","ANIMALIA","CHORDATA","MAMMALIA","PERAMELEMORPHIA","PERAMELIDAE","Echymipera","LC","Echymipera_rufescens",859314.674891154,54284.2449374341
"1393","Ectophylla alba","7030","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Ectophylla","NT","Ectophylla_alba",124361.573240973,122923.748738292
"1394","Eidolon dupreanum","7083","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Eidolon","VU","Eidolon_dupreanum",460027.210835516,0
"1395","Eidolon helvum","7084","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Eidolon","NT","Eidolon_helvum",11783454.094363,11777560.6455513
"1396","Eira barbara","41644","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","Eira","LC","Eira_barbara",13375343.9874575,13350330.6499529
"1397","Elaphodus cephalophus","7112","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Elaphodus","NT","Elaphodus_cephalophus",1944315.28906647,1943940.25154744
"1398","Elephantulus brachyrhynchus","42658","ANIMALIA","CHORDATA","MAMMALIA","MACROSCELIDEA","MACROSCELIDIDAE","Elephantulus","LC","Elephantulus_brachyrhynchus",3874147.19891292,3874147.19891292
"1399","Elephantulus edwardii","7136","ANIMALIA","CHORDATA","MAMMALIA","MACROSCELIDEA","MACROSCELIDIDAE","Elephantulus","LC","Elephantulus_edwardii",193798.451867933,193779.210304416
"1400","Elephantulus fuscipes","42659","ANIMALIA","CHORDATA","MAMMALIA","MACROSCELIDEA","MACROSCELIDIDAE","Elephantulus","DD","Elephantulus_fuscipes",150897.180335873,150897.180335873
"1401","Elephantulus fuscus","42660","ANIMALIA","CHORDATA","MAMMALIA","MACROSCELIDEA","MACROSCELIDIDAE","Elephantulus","DD","Elephantulus_fuscus",155037.480435776,155037.480435776
"1402","Elephantulus intufi","42661","ANIMALIA","CHORDATA","MAMMALIA","MACROSCELIDEA","MACROSCELIDIDAE","Elephantulus","LC","Elephantulus_intufi",1212847.08881581,1212826.4116416
"1403","Elephantulus myurus","42662","ANIMALIA","CHORDATA","MAMMALIA","MACROSCELIDEA","MACROSCELIDIDAE","Elephantulus","LC","Elephantulus_myurus",968379.599591669,968379.599591669
"1404","Elephantulus pilicaudus","165924","ANIMALIA","CHORDATA","MAMMALIA","MACROSCELIDEA","MACROSCELIDIDAE","Elephantulus","DD","Elephantulus_pilicaudus",28388.8623866815,28388.8623866815
"1405","Elephantulus revoilii","7137","ANIMALIA","CHORDATA","MAMMALIA","MACROSCELIDEA","MACROSCELIDIDAE","Elephantulus","DD","Elephantulus_revoilii",124780.547476042,124741.202276155
"1406","Elephantulus rozeti","42663","ANIMALIA","CHORDATA","MAMMALIA","MACROSCELIDEA","MACROSCELIDIDAE","Elephantulus","LC","Elephantulus_rozeti",730293.6379845,729841.964137904
"1407","Elephantulus rufescens","42664","ANIMALIA","CHORDATA","MAMMALIA","MACROSCELIDEA","MACROSCELIDIDAE","Elephantulus","LC","Elephantulus_rufescens",1493648.41743753,1493558.65980032
"1408","Elephantulus rupestris","7138","ANIMALIA","CHORDATA","MAMMALIA","MACROSCELIDEA","MACROSCELIDIDAE","Elephantulus","LC","Elephantulus_rupestris",557903.850937874,557837.823956168
"1409","Elephas maximus","7140","ANIMALIA","CHORDATA","MAMMALIA","PROBOSCIDEA","ELEPHANTIDAE","Elephas","EN","Elephas_maximus",598732.104588945,501408.228022932
"1410","Eligmodontia moreni","7577","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Eligmodontia","LC","Eligmodontia_moreni",46842.7751941992,46842.7751941992
"1411","Eligmodontia morgani","7578","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Eligmodontia","LC","Eligmodontia_morgani",371796.230151598,371520.31087775
"1412","Eligmodontia puerulus","7579","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Eligmodontia","LC","Eligmodontia_puerulus",447158.566007342,447158.566007342
"1413","Eligmodontia typus","48303074","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Eligmodontia","LC","Eligmodontia_typus",922783.356542932,921386.610713627
"1414","Eliomys melanurus","7619","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GLIRIDAE","Eliomys","LC","Eliomys_melanurus",148691.204044828,148452.317315261
"1415","Eliomys munbyanus","136469","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GLIRIDAE","Eliomys","LC","Eliomys_munbyanus",873740.077210044,871695.590445401
"1416","Eliomys quercinus","7618","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GLIRIDAE","Eliomys","NT","Eliomys_quercinus",2362160.85982528,2294184.08306945
"1417","Eliurus antsingy","48267436","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","NESOMYIDAE","Eliurus","DD","Eliurus_antsingy",1263.36436665121,0
"1418","Eliurus carletoni","48266951","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","NESOMYIDAE","Eliurus","LC","Eliurus_carletoni",2411.25168960133,0
"1419","Eliurus danieli","136251","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","NESOMYIDAE","Eliurus","LC","Eliurus_danieli",866.351274355124,0
"1420","Eliurus ellermani","136325","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","NESOMYIDAE","Eliurus","DD","Eliurus_ellermani",19.8138784979324,0
"1421","Eliurus grandidieri","29460","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","NESOMYIDAE","Eliurus","LC","Eliurus_grandidieri",60596.3011877773,0
"1422","Eliurus majori","7622","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","NESOMYIDAE","Eliurus","LC","Eliurus_majori",88713.4416241873,0
"1423","Eliurus minor","7621","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","NESOMYIDAE","Eliurus","LC","Eliurus_minor",114231.273591004,0
"1424","Eliurus myoxinus","7623","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","NESOMYIDAE","Eliurus","LC","Eliurus_myoxinus",279015.095335073,0
"1425","Eliurus penicillatus","7624","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","NESOMYIDAE","Eliurus","EN","Eliurus_penicillatus",1756.70000381796,0
"1426","Eliurus petteri","136316","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","NESOMYIDAE","Eliurus","EN","Eliurus_petteri",1491.97503727147,0
"1427","Eliurus tanala","7625","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","NESOMYIDAE","Eliurus","LC","Eliurus_tanala",120856.310886676,0
"1428","Eliurus webbi","7626","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","NESOMYIDAE","Eliurus","LC","Eliurus_webbi",133408.49318132,0
"1429","Ellobius alaicus","7653","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Ellobius","DD","Ellobius_alaicus",2603.33167054482,2603.33167054482
"1430","Ellobius fuscocapillus","7654","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Ellobius","LC","Ellobius_fuscocapillus",478896.146907001,478396.915910828
"1431","Ellobius lutescens","7655","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Ellobius","LC","Ellobius_lutescens",310071.187299515,310071.187299515
"1432","Ellobius talpinus","7656","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Ellobius","LC","Ellobius_talpinus",2984350.96830424,2980081.90187563
"1433","Ellobius tancrei","7657","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Ellobius","LC","Ellobius_tancrei",3010225.65273104,3010225.65273104
"1434","Emballonura alecto","7670","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Emballonura","LC","Emballonura_alecto",1212058.66954093,0
"1435","Emballonura beccarii","7672","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Emballonura","LC","Emballonura_beccarii",91119.1699946121,0
"1436","Emballonura dianae","7673","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Emballonura","LC","Emballonura_dianae",90456.7925289514,0
"1437","Emballonura furax","7667","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Emballonura","LC","Emballonura_furax",67865.1505367083,0
"1438","Emballonura monticola","7674","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Emballonura","LC","Emballonura_monticola",1690479.33956874,193939.23450305
"1439","Emballonura raffrayana","7668","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Emballonura","LC","Emballonura_raffrayana",216455.310796222,0
"1440","Emballonura semicaudata","7669","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Emballonura","EN","Emballonura_semicaudata",2132.36916862832,0
"1441","Emballonura serii","41528","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Emballonura","VU","Emballonura_serii",11497.340421102,0
"1442","Enchisthenes hartii","2130","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Enchisthenes","LC","Enchisthenes_hartii",3104106.00739389,3091604.58738359
"1443","Eoglaucomys fimbriatus","7781","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Eoglaucomys","LC","Eoglaucomys_fimbriatus",188936.352113784,188936.352113784
"1444","Eolagurus luteus","7782","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Eolagurus","LC","Eolagurus_luteus",398226.419662967,398226.419662967
"1445","Eolagurus przewalskii","7783","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Eolagurus","LC","Eolagurus_przewalskii",903281.892428771,903281.892428771
"1446","Eonycteris major","7786","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Eonycteris","DD","Eonycteris_major",732628.361396993,0
"1447","Eonycteris robusta","136768","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Eonycteris","NT","Eonycteris_robusta",114506.377759492,0
"1448","Eonycteris spelaea","7787","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Eonycteris","LC","Eonycteris_spelaea",3525628.50468723,2096754.54466009
"1449","Eospalax fontanierii","14118","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SPALACIDAE","Eospalax","LC","Eospalax_fontanierii",1200746.71123278,1200746.71123278
"1450","Eospalax rothschildi","14121","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SPALACIDAE","Eospalax","LC","Eospalax_rothschildi",231871.239974826,231871.239974826
"1451","Eospalax smithii","14122","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SPALACIDAE","Eospalax","LC","Eospalax_smithii",134689.498507027,134689.498507027
"1452","Eothenomys cachinus","136507","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Eothenomys","LC","Eothenomys_cachinus",26620.9153345669,26620.9153345669
"1453","Eothenomys chinensis","7797","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Eothenomys","LC","Eothenomys_chinensis",8999.06497701075,8999.06497701075
"1454","Eothenomys custos","7798","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Eothenomys","LC","Eothenomys_custos",115771.459802601,115771.459802601
"1455","Eothenomys melanogaster","7801","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Eothenomys","LC","Eothenomys_melanogaster",1722986.43985464,1715622.59921726
"1456","Eothenomys miletus","136275","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Eothenomys","LC","Eothenomys_miletus",402716.015677276,402716.015677276
"1457","Eothenomys olitor","7802","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Eothenomys","LC","Eothenomys_olitor",177906.740788341,177906.740788341
"1458","Eothenomys proditor","7803","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Eothenomys","DD","Eothenomys_proditor",38470.0041158783,38470.0041158783
"1459","Eothenomys wardi","136196","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Eothenomys","NT","Eothenomys_wardi",8331.72744117391,8331.72744117391
"1460","Eozapus setchuanus","7806","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","DIPODIDAE","Eozapus","LC","Eozapus_setchuanus",545018.874913709,545018.874913709
"1461","Episoriculus caudatus","41428","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Episoriculus","LC","Episoriculus_caudatus",315602.527919114,315602.527919114
"1462","Episoriculus fumidus","41429","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Episoriculus","LC","Episoriculus_fumidus",12808.6483720676,0
"1463","Episoriculus leucops","41432","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Episoriculus","LC","Episoriculus_leucops",236569.087613775,236569.087613775
"1464","Episoriculus macrurus","41433","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Episoriculus","LC","Episoriculus_macrurus",375510.082948958,375510.082948958
"1465","Epixerus ebii","7899","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Epixerus","LC","Epixerus_ebii",540525.789772677,539980.592617825
"1466","Epomophorus angolensis","7901","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Epomophorus","NT","Epomophorus_angolensis",383579.710505343,383402.242672691
"1467","Epomophorus anselli","136351","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Epomophorus","DD","Epomophorus_anselli",3093.93942047701,3093.93942047701
"1468","Epomophorus crypturus","44697","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Epomophorus","LC","Epomophorus_crypturus",2084376.20659106,2083397.62904194
"1469","Epomophorus gambianus","7903","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Epomophorus","LC","Epomophorus_gambianus",3791163.45158854,3788966.56268553
"1470","Epomophorus grandis","7902","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Epomophorus","DD","Epomophorus_grandis",508.126194271639,492.902224882981
"1471","Epomophorus labiatus","84457881","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Epomophorus","LC","Epomophorus_labiatus",1765029.78317674,1765029.78317674
"1472","Epomophorus minimus","7905","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Epomophorus","LC","Epomophorus_minimus",264486.059803726,264486.059803726
"1473","Epomophorus minor","84458822","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Epomophorus","LC","Epomophorus_minor",2216827.90490622,2215039.56231972
"1474","Epomophorus wahlbergi","7906","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Epomophorus","LC","Epomophorus_wahlbergi",4968591.327199,4964028.44402278
"1475","Epomops buettikoferi","7907","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Epomops","LC","Epomops_buettikoferi",1079556.02940316,1077862.66407787
"1476","Epomops dobsonii","7908","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Epomops","LC","Epomops_dobsonii",1366398.57963433,1366376.43782025
"1477","Epomops franqueti","7909","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Epomops","LC","Epomops_franqueti",4509721.40764049,4508174.09476006
"1478","Eptesicus andinus","7912","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC","Eptesicus_andinus",811200.273778747,810387.912031759
"1479","Eptesicus bobrinskoi","7914","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","DD","Eptesicus_bobrinskoi",643978.454895206,643978.454895206
"1480","Eptesicus bottae","7915","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC","Eptesicus_bottae",3885222.94293071,3878422.81880061
"1481","Eptesicus brasiliensis","7916","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC","Eptesicus_brasiliensis",13117424.9144889,13106669.6373674
"1482","Eptesicus chiriquinus","136524","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC","Eptesicus_chiriquinus",274035.826445963,273883.829054363
"1483","Eptesicus diminutus","7922","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC","Eptesicus_diminutus",2385956.80537546,2384232.95259821
"1484","Eptesicus dimissus","7921","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","DD","Eptesicus_dimissus",4071.47191299337,4071.47191299337
